DATE,age_category,percent_positive_7d_avg
2023-08-22,0to13,0.0328
2023-08-23,0to13,0.0367
2023-08-24,0to13,0.0363
2023-08-25,0to13,0.0327
2023-08-26,0to13,0.0402
2023-08-27,0to13,0.0324
2023-08-28,0to13,0.0496
2023-08-29,0to13,0.0523
2023-08-30,0to13,0.0474
2023-08-31,0to13,0.0483
2023-09-01,0to13,0.0546
2023-09-02,0to13,0.0531
2023-09-03,0to13,0.0528
2023-09-04,0to13,0.0403
2023-09-05,0to13,0.0389
2023-09-06,0to13,0.0444
2023-09-07,0to13,0.0479
2023-09-08,0to13,0.0409
2023-09-09,0to13,0.0436
2023-09-10,0to13,0.0426
2023-09-11,0to13,0.0421
2023-09-12,0to13,0.0521
2023-09-13,0to13,0.0472
2023-09-14,0to13,0.0417
2023-09-15,0to13,0.0446
2023-09-16,0to13,0.0431
2023-09-17,0to13,0.0469
2023-09-18,0to13,0.0456
2023-09-19,0to13,0.0365
2023-09-20,0to13,0.0397
2023-09-21,0to13,0.0455
2023-09-22,0to13,0.0474
2023-09-23,0to13,0.0498
2023-09-24,0to13,0.0494
2023-09-25,0to13,0.0503
2023-09-26,0to13,0.0536
2023-09-27,0to13,0.0494
2023-09-28,0to13,0.0443
2023-09-29,0to13,0.0447
2023-09-30,0to13,0.0398
2023-10-01,0to13,0.0388
2023-10-02,0to13,0.0362
2023-10-03,0to13,0.0292
2023-10-04,0to13,0.0296
2023-10-05,0to13,0.0315
2023-10-06,0to13,0.0266
2023-10-07,0to13,0.0227
2023-10-08,0to13,0.0273
2023-10-09,0to13,0.0286
2023-10-10,0to13,0.0287
2023-10-11,0to13,0.0279
2023-10-12,0to13,0.0279
2023-10-13,0to13,0.0281
2023-10-14,0to13,0.0334
2023-10-15,0to13,0.0272
2023-10-16,0to13,0.0291
2023-10-17,0to13,0.0355
2023-10-18,0to13,0.0339
2023-10-19,0to13,0.0291
2023-10-20,0to13,0.0265
2023-10-21,0to13,0.0262
2023-10-22,0to13,0.0302
2023-10-23,0to13,0.0281
2023-10-24,0to13,0.0260
2023-10-25,0to13,0.0292
2023-10-26,0to13,0.0308
2023-10-27,0to13,0.0361
2023-10-28,0to13,0.0361
2023-10-29,0to13,0.0321
2023-10-30,0to13,0.0384
2023-10-31,0to13,0.0375
2023-11-01,0to13,0.0361
2023-11-02,0to13,0.0357
2023-11-03,0to13,0.0317
2023-11-04,0to13,0.0304
2023-11-05,0to13,0.0307
2023-11-06,0to13,0.0261
2023-11-07,0to13,0.0293
2023-11-08,0to13,0.0323
2023-11-09,0to13,0.0305
2020-05-01,14to17,0.0337
2020-05-02,14to17,0.0374
2020-05-03,14to17,0.0431
2020-05-04,14to17,0.0378
2020-05-05,14to17,0.0347
2020-05-06,14to17,0.0349
2020-05-07,14to17,0.0384
2020-05-08,14to17,0.0358
2020-05-09,14to17,0.0341
2020-05-10,14to17,0.0271
2020-05-11,14to17,0.0351
2020-05-12,14to17,0.0374
2020-05-13,14to17,0.0423
2020-05-14,14to17,0.0449
2020-05-15,14to17,0.0465
2020-05-16,14to17,0.0497
2020-05-17,14to17,0.0599
2020-05-18,14to17,0.0621
2020-05-19,14to17,0.0676
2020-05-20,14to17,0.0701
2020-05-21,14to17,0.0727
2020-05-22,14to17,0.0677
2020-05-23,14to17,0.0662
2020-05-24,14to17,0.0560
2020-05-25,14to17,0.0435
2020-05-26,14to17,0.0362
2020-05-27,14to17,0.0306
2020-05-28,14to17,0.0271
2020-05-29,14to17,0.0258
2020-05-30,14to17,0.0219
2020-05-31,14to17,0.0224
2020-06-01,14to17,0.0258
2020-06-02,14to17,0.0267
2020-06-03,14to17,0.0277
2020-06-04,14to17,0.0273
2020-06-05,14to17,0.0266
2020-06-06,14to17,0.0289
2020-06-07,14to17,0.0288
2020-06-08,14to17,0.0239
2020-06-09,14to17,0.0221
2020-06-10,14to17,0.0175
2020-06-11,14to17,0.0149
2020-06-12,14to17,0.0159
2020-06-13,14to17,0.0147
2020-06-14,14to17,0.0142
2020-06-15,14to17,0.0151
2020-06-16,14to17,0.0153
2020-06-17,14to17,0.0172
2020-06-18,14to17,0.0173
2020-06-19,14to17,0.0158
2020-06-20,14to17,0.0161
2020-06-21,14to17,0.0148
2020-06-22,14to17,0.0147
2020-06-23,14to17,0.0131
2020-06-24,14to17,0.0140
2020-06-25,14to17,0.0131
2020-06-26,14to17,0.0139
2020-06-27,14to17,0.0137
2020-06-28,14to17,0.0142
2020-06-29,14to17,0.0132
2020-06-30,14to17,0.0168
2020-07-01,14to17,0.0164
2020-07-02,14to17,0.0164
2020-07-03,14to17,0.0142
2020-07-04,14to17,0.0133
2020-07-05,14to17,0.0139
2020-07-06,14to17,0.0147
2020-07-07,14to17,0.0116
2020-07-08,14to17,0.0109
2020-07-09,14to17,0.0102
2020-07-10,14to17,0.0106
2020-07-11,14to17,0.0107
2020-07-12,14to17,0.0091
2020-07-13,14to17,0.0080
2020-07-14,14to17,0.0086
2020-07-15,14to17,0.0106
2020-07-16,14to17,0.0120
2020-07-17,14to17,0.0151
2020-07-18,14to17,0.0142
2020-07-19,14to17,0.0148
2020-07-20,14to17,0.0156
2020-07-21,14to17,0.0173
2020-07-22,14to17,0.0161
2020-07-23,14to17,0.0149
2020-07-24,14to17,0.0124
2020-07-25,14to17,0.0127
2020-07-26,14to17,0.0126
2020-07-27,14to17,0.0135
2020-07-28,14to17,0.0128
2020-07-29,14to17,0.0123
2020-07-30,14to17,0.0129
2020-07-31,14to17,0.0127
2020-08-01,14to17,0.0136
2020-08-02,14to17,0.0139
2020-08-03,14to17,0.0134
2020-08-04,14to17,0.0114
2020-08-05,14to17,0.0104
2020-08-06,14to17,0.0111
2020-08-07,14to17,0.0124
2020-08-08,14to17,0.0116
2020-08-09,14to17,0.0114
2020-08-10,14to17,0.0104
2020-08-11,14to17,0.0115
2020-08-12,14to17,0.0119
2020-08-13,14to17,0.0130
2020-08-14,14to17,0.0116
2020-08-15,14to17,0.0110
2020-08-16,14to17,0.0106
2020-08-17,14to17,0.0108
2020-08-18,14to17,0.0093
2020-08-19,14to17,0.0097
2020-08-20,14to17,0.0072
2020-08-21,14to17,0.0067
2020-08-22,14to17,0.0078
2020-08-23,14to17,0.0078
2020-08-24,14to17,0.0087
2020-08-25,14to17,0.0088
2020-08-26,14to17,0.0108
2020-08-27,14to17,0.0112
2020-08-28,14to17,0.0125
2020-08-29,14to17,0.0127
2020-08-30,14to17,0.0124
2020-08-31,14to17,0.0129
2020-09-01,14to17,0.0133
2020-09-02,14to17,0.0152
2020-09-03,14to17,0.0170
2020-09-04,14to17,0.0172
2020-09-05,14to17,0.0171
2020-09-06,14to17,0.0192
2020-09-07,14to17,0.0216
2020-09-08,14to17,0.0232
2020-09-09,14to17,0.0201
2020-09-10,14to17,0.0190
2020-09-11,14to17,0.0188
2020-09-12,14to17,0.0181
2020-09-13,14to17,0.0169
2020-09-14,14to17,0.0142
2020-09-15,14to17,0.0150
2020-09-16,14to17,0.0146
2020-09-17,14to17,0.0162
2020-09-18,14to17,0.0173
2020-09-19,14to17,0.0173
2020-09-20,14to17,0.0183
2020-09-21,14to17,0.0176
2020-09-22,14to17,0.0151
2020-09-23,14to17,0.0160
2020-09-24,14to17,0.0146
2020-09-25,14to17,0.0138
2020-09-26,14to17,0.0152
2020-09-27,14to17,0.0153
2020-09-28,14to17,0.0181
2020-09-29,14to17,0.0200
2020-09-30,14to17,0.0189
2020-10-01,14to17,0.0188
2020-10-02,14to17,0.0200
2020-10-03,14to17,0.0194
2020-10-04,14to17,0.0194
2020-10-05,14to17,0.0168
2020-10-06,14to17,0.0161
2020-10-07,14to17,0.0182
2020-10-08,14to17,0.0191
2020-10-09,14to17,0.0189
2020-10-10,14to17,0.0209
2020-10-11,14to17,0.0212
2020-10-12,14to17,0.0238
2020-10-13,14to17,0.0261
2020-10-14,14to17,0.0259
2020-10-15,14to17,0.0276
2020-10-16,14to17,0.0294
2020-10-17,14to17,0.0291
2020-10-18,14to17,0.0314
2020-10-19,14to17,0.0334
2020-10-20,14to17,0.0366
2020-10-21,14to17,0.0389
2020-10-22,14to17,0.0410
2020-10-23,14to17,0.0409
2020-10-24,14to17,0.0408
2020-10-25,14to17,0.0392
2020-10-26,14to17,0.0378
2020-10-27,14to17,0.0353
2020-10-28,14to17,0.0344
2020-10-29,14to17,0.0345
2020-10-30,14to17,0.0368
2020-10-31,14to17,0.0413
2020-11-01,14to17,0.0422
2020-11-02,14to17,0.0430
2020-11-03,14to17,0.0460
2020-11-04,14to17,0.0510
2020-11-05,14to17,0.0523
2020-11-06,14to17,0.0532
2020-11-07,14to17,0.0541
2020-11-08,14to17,0.0563
2020-11-09,14to17,0.0591
2020-11-10,14to17,0.0629
2020-11-11,14to17,0.0621
2020-11-12,14to17,0.0633
2020-11-13,14to17,0.0653
2020-11-14,14to17,0.0662
2020-11-15,14to17,0.0677
2020-11-16,14to17,0.0669
2020-11-17,14to17,0.0634
2020-11-18,14to17,0.0646
2020-11-19,14to17,0.0644
2020-11-20,14to17,0.0613
2020-11-21,14to17,0.0564
2020-11-22,14to17,0.0557
2020-11-23,14to17,0.0549
2020-11-24,14to17,0.0570
2020-11-25,14to17,0.0569
2020-11-26,14to17,0.0580
2020-11-27,14to17,0.0593
2020-11-28,14to17,0.0637
2020-11-29,14to17,0.0644
2020-11-30,14to17,0.0683
2020-12-01,14to17,0.0686
2020-12-02,14to17,0.0692
2020-12-03,14to17,0.0703
2020-12-04,14to17,0.0705
2020-12-05,14to17,0.0678
2020-12-06,14to17,0.0653
2020-12-07,14to17,0.0652
2020-12-08,14to17,0.0629
2020-12-09,14to17,0.0600
2020-12-10,14to17,0.0588
2020-12-11,14to17,0.0592
2020-12-12,14to17,0.0619
2020-12-13,14to17,0.0644
2020-12-14,14to17,0.0637
2020-12-15,14to17,0.0658
2020-12-16,14to17,0.0680
2020-12-17,14to17,0.0671
2020-12-18,14to17,0.0680
2020-12-19,14to17,0.0667
2020-12-20,14to17,0.0670
2020-12-21,14to17,0.0665
2020-12-22,14to17,0.0665
2020-12-23,14to17,0.0702
2020-12-24,14to17,0.0769
2020-12-25,14to17,0.0808
2020-12-26,14to17,0.0858
2020-12-27,14to17,0.0914
2020-12-28,14to17,0.0998
2020-12-29,14to17,0.1157
2020-12-30,14to17,0.1290
2020-12-31,14to17,0.1347
2021-01-01,14to17,0.1364
2021-01-02,14to17,0.1436
2021-01-03,14to17,0.1474
2021-01-04,14to17,0.1503
2021-01-05,14to17,0.1487
2021-01-06,14to17,0.1461
2021-01-07,14to17,0.1511
2021-01-08,14to17,0.1513
2021-01-09,14to17,0.1504
2021-01-10,14to17,0.1465
2021-01-11,14to17,0.1473
2021-01-12,14to17,0.1470
2021-01-13,14to17,0.1425
2021-01-14,14to17,0.1350
2021-01-15,14to17,0.1301
2021-01-16,14to17,0.1238
2021-01-17,14to17,0.1226
2021-01-18,14to17,0.1177
2021-01-19,14to17,0.1155
2021-01-20,14to17,0.1141
2021-01-21,14to17,0.1114
2021-01-22,14to17,0.1076
2021-01-23,14to17,0.1064
2021-01-24,14to17,0.1080
2021-01-25,14to17,0.1080
2021-01-26,14to17,0.0994
2021-01-27,14to17,0.0991
2021-01-28,14to17,0.0967
2021-01-29,14to17,0.0963
2021-01-30,14to17,0.0940
2021-01-31,14to17,0.0899
2021-02-01,14to17,0.0819
2021-02-02,14to17,0.0799
2021-02-03,14to17,0.0754
2021-02-04,14to17,0.0746
2021-02-05,14to17,0.0699
2021-02-06,14to17,0.0667
2021-02-07,14to17,0.0655
2021-02-08,14to17,0.0686
2021-02-09,14to17,0.0687
2021-02-10,14to17,0.0704
2021-02-11,14to17,0.0646
2021-02-12,14to17,0.0642
2021-02-13,14to17,0.0658
2021-02-14,14to17,0.0647
2021-02-15,14to17,0.0650
2021-02-16,14to17,0.0634
2021-02-17,14to17,0.0608
2021-02-18,14to17,0.0611
2021-02-19,14to17,0.0612
2021-02-20,14to17,0.0580
2021-02-21,14to17,0.0568
2021-02-22,14to17,0.0543
2021-02-23,14to17,0.0521
2021-02-24,14to17,0.0508
2021-02-25,14to17,0.0491
2021-02-26,14to17,0.0468
2021-02-27,14to17,0.0450
2021-02-28,14to17,0.0453
2021-03-01,14to17,0.0435
2021-03-02,14to17,0.0432
2021-03-03,14to17,0.0399
2021-03-04,14to17,0.0375
2021-03-05,14to17,0.0377
2021-03-06,14to17,0.0376
2021-03-07,14to17,0.0383
2021-03-08,14to17,0.0404
2021-03-09,14to17,0.0408
2021-03-10,14to17,0.0428
2021-03-11,14to17,0.0442
2021-03-12,14to17,0.0469
2021-03-13,14to17,0.0495
2021-03-14,14to17,0.0506
2021-03-15,14to17,0.0499
2021-03-16,14to17,0.0498
2021-03-17,14to17,0.0500
2021-03-18,14to17,0.0534
2021-03-19,14to17,0.0522
2021-03-20,14to17,0.0519
2021-03-21,14to17,0.0523
2021-03-22,14to17,0.0544
2021-03-23,14to17,0.0565
2021-03-24,14to17,0.0573
2021-03-25,14to17,0.0575
2021-03-26,14to17,0.0590
2021-03-27,14to17,0.0611
2021-03-28,14to17,0.0625
2021-03-29,14to17,0.0639
2021-03-30,14to17,0.0637
2021-03-31,14to17,0.0651
2021-04-01,14to17,0.0669
2021-04-02,14to17,0.0717
2021-04-03,14to17,0.0746
2021-04-04,14to17,0.0796
2021-04-05,14to17,0.0828
2021-04-06,14to17,0.0925
2021-04-07,14to17,0.0987
2021-04-08,14to17,0.1022
2021-04-09,14to17,0.1021
2021-04-10,14to17,0.1047
2021-04-11,14to17,0.1044
2021-04-12,14to17,0.1113
2021-04-13,14to17,0.1119
2021-04-14,14to17,0.1175
2021-04-15,14to17,0.1234
2021-04-16,14to17,0.1303
2021-04-17,14to17,0.1319
2021-04-18,14to17,0.1335
2021-04-19,14to17,0.1306
2021-04-20,14to17,0.1390
2021-04-21,14to17,0.1429
2021-04-22,14to17,0.1471
2021-04-23,14to17,0.1501
2021-04-24,14to17,0.1559
2021-04-25,14to17,0.1583
2021-04-26,14to17,0.1637
2021-04-27,14to17,0.1614
2021-04-28,14to17,0.1587
2021-04-29,14to17,0.1577
2021-04-30,14to17,0.1569
2021-05-01,14to17,0.1563
2021-05-02,14to17,0.1540
2021-05-03,14to17,0.1515
2021-05-04,14to17,0.1472
2021-05-05,14to17,0.1493
2021-05-06,14to17,0.1495
2021-05-07,14to17,0.1469
2021-05-08,14to17,0.1437
2021-05-09,14to17,0.1434
2021-05-10,14to17,0.1455
2021-05-11,14to17,0.1436
2021-05-12,14to17,0.1408
2021-05-13,14to17,0.1385
2021-05-14,14to17,0.1370
2021-05-15,14to17,0.1386
2021-05-16,14to17,0.1386
2021-05-17,14to17,0.1319
2021-05-18,14to17,0.1346
2021-05-19,14to17,0.1317
2021-05-20,14to17,0.1284
2021-05-21,14to17,0.1276
2021-05-22,14to17,0.1204
2021-05-23,14to17,0.1167
2021-05-24,14to17,0.1189
2021-05-25,14to17,0.1084
2021-05-26,14to17,0.1041
2021-05-27,14to17,0.1020
2021-05-28,14to17,0.0981
2021-05-29,14to17,0.0982
2021-05-30,14to17,0.0932
2021-05-31,14to17,0.0871
2021-06-01,14to17,0.0868
2021-06-02,14to17,0.0886
2021-06-03,14to17,0.0822
2021-06-04,14to17,0.0753
2021-06-05,14to17,0.0719
2021-06-06,14to17,0.0703
2021-06-07,14to17,0.0687
2021-06-08,14to17,0.0672
2021-06-09,14to17,0.0595
2021-06-10,14to17,0.0586
2021-06-11,14to17,0.0568
2021-06-12,14to17,0.0560
2021-06-13,14to17,0.0552
2021-06-14,14to17,0.0508
2021-06-15,14to17,0.0488
2021-06-16,14to17,0.0472
2021-06-17,14to17,0.0417
2021-06-18,14to17,0.0384
2021-06-19,14to17,0.0368
2021-06-20,14to17,0.0340
2021-06-21,14to17,0.0299
2021-06-22,14to17,0.0277
2021-06-23,14to17,0.0277
2021-06-24,14to17,0.0265
2021-06-25,14to17,0.0242
2021-06-26,14to17,0.0240
2021-06-27,14to17,0.0232
2021-06-28,14to17,0.0233
2021-06-29,14to17,0.0222
2021-06-30,14to17,0.0181
2021-07-01,14to17,0.0161
2021-07-02,14to17,0.0167
2021-07-03,14to17,0.0148
2021-07-04,14to17,0.0153
2021-07-05,14to17,0.0170
2021-07-06,14to17,0.0167
2021-07-07,14to17,0.0181
2021-07-08,14to17,0.0187
2021-07-09,14to17,0.0170
2021-07-10,14to17,0.0168
2021-07-11,14to17,0.0165
2021-07-12,14to17,0.0143
2021-07-13,14to17,0.0140
2021-07-14,14to17,0.0137
2021-07-15,14to17,0.0146
2021-07-16,14to17,0.0178
2021-07-17,14to17,0.0182
2021-07-18,14to17,0.0181
2021-07-19,14to17,0.0195
2021-07-20,14to17,0.0192
2021-07-21,14to17,0.0215
2021-07-22,14to17,0.0220
2021-07-23,14to17,0.0218
2021-07-24,14to17,0.0219
2021-07-25,14to17,0.0221
2021-07-26,14to17,0.0216
2021-07-27,14to17,0.0226
2021-07-28,14to17,0.0199
2021-07-29,14to17,0.0187
2021-07-30,14to17,0.0175
2021-07-31,14to17,0.0160
2021-08-01,14to17,0.0158
2021-08-02,14to17,0.0160
2021-08-03,14to17,0.0145
2021-08-04,14to17,0.0152
2021-08-05,14to17,0.0156
2021-08-06,14to17,0.0155
2021-08-07,14to17,0.0185
2021-08-08,14to17,0.0192
2021-08-09,14to17,0.0185
2021-08-10,14to17,0.0198
2021-08-11,14to17,0.0201
2021-08-12,14to17,0.0206
2021-08-13,14to17,0.0200
2021-08-14,14to17,0.0198
2021-08-15,14to17,0.0200
2021-08-16,14to17,0.0229
2021-08-17,14to17,0.0244
2021-08-18,14to17,0.0237
2021-08-19,14to17,0.0245
2021-08-20,14to17,0.0279
2021-08-21,14to17,0.0277
2021-08-22,14to17,0.0300
2021-08-23,14to17,0.0297
2021-08-24,14to17,0.0318
2021-08-25,14to17,0.0345
2021-08-26,14to17,0.0366
2021-08-27,14to17,0.0372
2021-08-28,14to17,0.0387
2021-08-29,14to17,0.0378
2021-08-30,14to17,0.0384
2021-08-31,14to17,0.0385
2021-09-01,14to17,0.0390
2021-09-02,14to17,0.0408
2021-09-03,14to17,0.0416
2021-09-04,14to17,0.0418
2021-09-05,14to17,0.0402
2021-09-06,14to17,0.0432
2021-09-07,14to17,0.0439
2021-09-08,14to17,0.0465
2021-09-09,14to17,0.0452
2021-09-10,14to17,0.0434
2021-09-11,14to17,0.0427
2021-09-12,14to17,0.0440
2021-09-13,14to17,0.0381
2021-09-14,14to17,0.0325
2021-09-15,14to17,0.0304
2021-09-16,14to17,0.0276
2021-09-17,14to17,0.0247
2021-09-18,14to17,0.0231
2021-09-19,14to17,0.0220
2021-09-20,14to17,0.0217
2021-09-21,14to17,0.0243
2021-09-22,14to17,0.0229
2021-09-23,14to17,0.0222
2021-09-24,14to17,0.0231
2021-09-25,14to17,0.0245
2021-09-26,14to17,0.0241
2021-09-27,14to17,0.0242
2021-09-28,14to17,0.0207
2021-09-29,14to17,0.0184
2021-09-30,14to17,0.0191
2021-10-01,14to17,0.0174
2021-10-02,14to17,0.0160
2021-10-03,14to17,0.0160
2021-10-04,14to17,0.0156
2021-10-05,14to17,0.0157
2021-10-06,14to17,0.0169
2021-10-07,14to17,0.0165
2021-10-08,14to17,0.0179
2021-10-09,14to17,0.0177
2021-10-10,14to17,0.0180
2021-10-11,14to17,0.0184
2021-10-12,14to17,0.0180
2021-10-13,14to17,0.0167
2021-10-14,14to17,0.0161
2021-10-15,14to17,0.0146
2021-10-16,14to17,0.0141
2021-10-17,14to17,0.0139
2021-10-18,14to17,0.0128
2021-10-19,14to17,0.0135
2021-10-20,14to17,0.0151
2021-10-21,14to17,0.0153
2021-10-22,14to17,0.0162
2021-10-23,14to17,0.0168
2021-10-24,14to17,0.0156
2021-10-25,14to17,0.0158
2021-10-26,14to17,0.0153
2021-10-27,14to17,0.0140
2021-10-28,14to17,0.0130
2021-10-29,14to17,0.0142
2021-10-30,14to17,0.0155
2021-10-31,14to17,0.0166
2021-11-01,14to17,0.0168
2021-11-02,14to17,0.0168
2021-11-03,14to17,0.0156
2021-11-04,14to17,0.0168
2021-11-05,14to17,0.0159
2021-11-06,14to17,0.0159
2021-11-07,14to17,0.0150
2021-11-08,14to17,0.0153
2021-11-09,14to17,0.0162
2021-11-10,14to17,0.0197
2021-11-11,14to17,0.0199
2021-11-12,14to17,0.0212
2021-11-13,14to17,0.0215
2021-11-14,14to17,0.0232
2021-11-15,14to17,0.0248
2021-11-16,14to17,0.0244
2021-11-17,14to17,0.0220
2021-11-18,14to17,0.0234
2021-11-19,14to17,0.0232
2021-11-20,14to17,0.0232
2021-11-21,14to17,0.0222
2021-11-22,14to17,0.0205
2021-11-23,14to17,0.0207
2021-11-24,14to17,0.0224
2021-11-25,14to17,0.0227
2021-11-26,14to17,0.0243
2021-11-27,14to17,0.0237
2021-11-28,14to17,0.0241
2021-11-29,14to17,0.0257
2021-11-30,14to17,0.0269
2021-12-01,14to17,0.0279
2021-12-02,14to17,0.0276
2021-12-03,14to17,0.0278
2021-12-04,14to17,0.0279
2021-12-05,14to17,0.0278
2021-12-06,14to17,0.0293
2021-12-07,14to17,0.0302
2021-12-08,14to17,0.0337
2021-12-09,14to17,0.0354
2021-12-10,14to17,0.0373
2021-12-11,14to17,0.0410
2021-12-12,14to17,0.0423
2021-12-13,14to17,0.0437
2021-12-14,14to17,0.0483
2021-12-15,14to17,0.0517
2021-12-16,14to17,0.0592
2021-12-17,14to17,0.0662
2021-12-18,14to17,0.0732
2021-12-19,14to17,0.0824
2021-12-20,14to17,0.0972
2021-12-21,14to17,0.1170
2021-12-22,14to17,0.1383
2021-12-23,14to17,0.1610
2021-12-24,14to17,0.1841
2021-12-25,14to17,0.1970
2021-12-26,14to17,0.2120
2021-12-27,14to17,0.2526
2021-12-28,14to17,0.2934
2021-12-29,14to17,0.3385
2021-12-30,14to17,0.3807
2021-12-31,14to17,0.4046
2022-01-01,14to17,0.4053
2022-01-02,14to17,0.4051
2022-01-03,14to17,0.3993
2022-01-04,14to17,0.3926
2022-01-05,14to17,0.3744
2022-01-06,14to17,0.3440
2022-01-07,14to17,0.3370
2022-01-08,14to17,0.3422
2022-01-09,14to17,0.3442
2022-01-10,14to17,0.3436
2022-01-11,14to17,0.3377
2022-01-12,14to17,0.3314
2022-01-13,14to17,0.3227
2022-01-14,14to17,0.3057
2022-01-15,14to17,0.3015
2022-01-16,14to17,0.2963
2022-01-17,14to17,0.2879
2022-01-18,14to17,0.2751
2022-01-19,14to17,0.2725
2022-01-20,14to17,0.2673
2022-01-21,14to17,0.2661
2022-01-22,14to17,0.2606
2022-01-23,14to17,0.2574
2022-01-24,14to17,0.2596
2022-01-25,14to17,0.2484
2022-01-26,14to17,0.2383
2022-01-27,14to17,0.2331
2022-01-28,14to17,0.2281
2022-01-29,14to17,0.2268
2022-01-30,14to17,0.2243
2022-01-31,14to17,0.2116
2022-02-01,14to17,0.2105
2022-02-02,14to17,0.2050
2022-02-03,14to17,0.1977
2022-02-04,14to17,0.1941
2022-02-05,14to17,0.1903
2022-02-06,14to17,0.1815
2022-02-07,14to17,0.1854
2022-02-08,14to17,0.1868
2022-02-09,14to17,0.1905
2022-02-10,14to17,0.1904
2022-02-11,14to17,0.1900
2022-02-12,14to17,0.1882
2022-02-13,14to17,0.1991
2022-02-14,14to17,0.2065
2022-02-15,14to17,0.2063
2022-02-16,14to17,0.2107
2022-02-17,14to17,0.2186
2022-02-18,14to17,0.2318
2022-02-19,14to17,0.2419
2022-02-20,14to17,0.2424
2022-02-21,14to17,0.2423
2022-02-22,14to17,0.2453
2022-02-23,14to17,0.2496
2022-02-24,14to17,0.2443
2022-02-25,14to17,0.2260
2022-02-26,14to17,0.2128
2022-02-27,14to17,0.2014
2022-02-28,14to17,0.2034
2022-03-01,14to17,0.2074
2022-03-02,14to17,0.2097
2022-03-03,14to17,0.2183
2022-03-04,14to17,0.2338
2022-03-05,14to17,0.2481
2022-03-06,14to17,0.2668
2022-03-07,14to17,0.2786
2022-03-08,14to17,0.2783
2022-03-09,14to17,0.2689
2022-03-10,14to17,0.2554
2022-03-11,14to17,0.2486
2022-03-12,14to17,0.2442
2022-03-13,14to17,0.2493
2022-03-14,14to17,0.2398
2022-03-15,14to17,0.2251
2022-03-16,14to17,0.2174
2022-03-17,14to17,0.2216
2022-03-18,14to17,0.2176
2022-03-19,14to17,0.2072
2022-03-20,14to17,0.2043
2022-03-21,14to17,0.2025
2022-03-22,14to17,0.2022
2022-03-23,14to17,0.1985
2022-03-24,14to17,0.1966
2022-03-25,14to17,0.2016
2022-03-26,14to17,0.2038
2022-03-27,14to17,0.2018
2022-03-28,14to17,0.2092
2022-03-29,14to17,0.2216
2022-03-30,14to17,0.2345
2022-03-31,14to17,0.2433
2022-04-01,14to17,0.2492
2022-04-02,14to17,0.2614
2022-04-03,14to17,0.2650
2022-04-04,14to17,0.2703
2022-04-05,14to17,0.2661
2022-04-06,14to17,0.2683
2022-04-07,14to17,0.2696
2022-04-08,14to17,0.2630
2022-04-09,14to17,0.2615
2022-04-10,14to17,0.2637
2022-04-11,14to17,0.2605
2022-04-12,14to17,0.2617
2022-04-13,14to17,0.2590
2022-04-14,14to17,0.2503
2022-04-15,14to17,0.2524
2022-04-16,14to17,0.2585
2022-04-17,14to17,0.2593
2022-04-18,14to17,0.2500
2022-04-19,14to17,0.2380
2022-04-20,14to17,0.2298
2022-04-21,14to17,0.2293
2022-04-22,14to17,0.2169
2022-04-23,14to17,0.2073
2022-04-24,14to17,0.1970
2022-04-25,14to17,0.1915
2022-04-26,14to17,0.1813
2022-04-27,14to17,0.1724
2022-04-28,14to17,0.1641
2022-04-29,14to17,0.1645
2022-04-30,14to17,0.1562
2022-05-01,14to17,0.1537
2022-05-02,14to17,0.1450
2022-05-03,14to17,0.1459
2022-05-04,14to17,0.1466
2022-05-05,14to17,0.1454
2022-05-06,14to17,0.1373
2022-05-07,14to17,0.1385
2022-05-08,14to17,0.1410
2022-05-09,14to17,0.1419
2022-05-10,14to17,0.1337
2022-05-11,14to17,0.1272
2022-05-12,14to17,0.1249
2022-05-13,14to17,0.1255
2022-05-14,14to17,0.1220
2022-05-15,14to17,0.1205
2022-05-16,14to17,0.1154
2022-05-17,14to17,0.1152
2022-05-18,14to17,0.1098
2022-05-19,14to17,0.1014
2022-05-20,14to17,0.0915
2022-05-21,14to17,0.0859
2022-05-22,14to17,0.0805
2022-05-23,14to17,0.0756
2022-05-24,14to17,0.0711
2022-05-25,14to17,0.0716
2022-05-26,14to17,0.0751
2022-05-27,14to17,0.0781
2022-05-28,14to17,0.0837
2022-05-29,14to17,0.0820
2022-05-30,14to17,0.0777
2022-05-31,14to17,0.0772
2022-06-01,14to17,0.0753
2022-06-02,14to17,0.0733
2022-06-03,14to17,0.0723
2022-06-04,14to17,0.0685
2022-06-05,14to17,0.0699
2022-06-06,14to17,0.0716
2022-06-07,14to17,0.0747
2022-06-08,14to17,0.0775
2022-06-09,14to17,0.0772
2022-06-10,14to17,0.0789
2022-06-11,14to17,0.0788
2022-06-12,14to17,0.0791
2022-06-13,14to17,0.0880
2022-06-14,14to17,0.0867
2022-06-15,14to17,0.0775
2022-06-16,14to17,0.0785
2022-06-17,14to17,0.0785
2022-06-18,14to17,0.0785
2022-06-19,14to17,0.0889
2022-06-20,14to17,0.0781
2022-06-21,14to17,0.0774
2022-06-22,14to17,0.0834
2022-06-23,14to17,0.0874
2022-06-24,14to17,0.0852
2022-06-25,14to17,0.0845
2022-06-26,14to17,0.0741
2022-06-27,14to17,0.0833
2022-06-28,14to17,0.0940
2022-06-29,14to17,0.0951
2022-06-30,14to17,0.0935
2022-07-01,14to17,0.1049
2022-07-02,14to17,0.1120
